customer_id,first_name,last_name,birthdate,VIP,email,phone,address_id,registration_date
22,Igor,Zeman,1958-03-30,2021-05-01,IgZem70live.com,394519512,39,2022-03-08
23,Людмила,Скиба,2004-02-27,2021-06-04,ЛюдСк78@gmail.com,751435004,414,2022-12-05
24,Jacek,Jaracz,1984-01-08,2021-04-02,JaceJa27@gmail.com,762103386,244,2022-01-05
25,Dan,Kusch,1957-01-07,2021-06-18,DaKus63@web.de,304660525,282,2021-03-03
26,Соломія,Баклан,1978-04-28,2021-10-15,СоБакл@gmail.com,728459360,21,2023-06-13
27,Cora,Schmidt,1995-02-03,2021-05-26,CorSchmi23@live.com,718502067,406,2023-03-27
28,Witold,Węgrzynek,1976-11-09,2021-05-25,WiWę49@wp.pl,825989056,48,2021-05-03
29,Sebastian,Dorociak,1982-01-07,2021-06-17,SeDoroci@o2.pl,579571296,413,2023-02-10
30,Robert,Parzyszek,1969-04-10,2021-10-03,RobePa@o2.pl,567392100,534,2023-04-07
31,Sara,Gąbka,2006-01-19,2021-03-22,SarGą16@live.com,585687525,591,2021-03-24
32,Irmhild,Rogner,1960-11-02,2021-10-01,IrmhilRog93@gmx.net,296390289,551,2022-04-04
33,Šimon,Moravec,1980-12-11,2021-08-04,ŠimoMo@gmail.com,807596240,179,2021-06-06
34,Marek,Karpiel,1953-11-03,2021-07-13,MaKa1@wp.pl,801347512,294,2021-01-04
35,Tadeusz,Walenciak,1984-03-05,2023-02-21,TadeuWal79@o2.pl,943220253,196,2023-01-20
36,Marianna,Tylek,1979-09-20,2021-04-18,MariannTyl54@wp.pl,286954049,318,2023-04-07
37,Kazimierz,Słoka,1982-11-14,2021-04-11,KazimierSło52@gmail.com,790079938,519,2023-02-21
38,Jan,Zeman,1944-02-12,2021-04-16,JaZema82@o2.pl,686407811,57,2022-12-30
39,Roksana,Kazubek,1959-03-30,2021-09-11,RoksKazu56@o2.pl,142142815,246,2022-09-13
40,Vendula,Dušková,1988-10-26,2021-08-20,VendulDušk1live.com,937263663,307,2022-03-10
41,Tymoteusz,Woda,1999-11-15,2021-07-22,TymoWod@live.com,155712563,117,2023-02-13
42,Nela,Szarpak,1982-09-29,2021-08-01,NeSz94@wp.pl,353151133,449,2023-05-23
43,Dariusz,Sadlik,1951-11-08,2021-06-26,DariSadli@live.com,955731702,507,2023-03-31
44,Elżbieta,Tylus,1989-10-29,2021-10-10,ElżbiTylu@o2.pl,880925511,235,2023-01-25
45,Angelika,Chuchla,1974-05-17,2021-07-20,AngelikCh59@o2.pl,788364760,468,2021-11-28
46,Malwina,Tadych,1971-06-08,2021-05-07,MalwiTa99@o2.pl,686584656,509,2021-10-29
47,Damian,Bernatek,1990-08-16,2021-06-30,DamiaBernate26@live.com,888436608,91,2023-01-30
48,Bartek,Gryka,1966-01-14,2021-06-07,BaGry29@o2.pl,768836709,300,2022-09-16
49,Mikołaj,Danel,1967-09-02,2021-06-18,MikDan18@o2.pl,881333305,420,2023-01-25
50,Ярослава,Шинкаренко,1980-05-30,2021-04-08,ЯроШинк@live.com,481098047,550,2022-07-15
51,Ida,Megger,1979-11-10,2021-07-05,IdMeg@wp.pl,160503096,223,2021-03-07
52,Uta,Dowerg,1960-02-03,2021-05-18,UtDowe@gmx.net,138236157,558,2022-02-03
53,Jacek,Sławik,2003-07-24,2021-04-21,JaceSła60@wp.pl,658546871,561,2021-07-08
54,Tülay,Jacobi Jäckel,1980-03-09,2021-08-13,TülaJacob38@web.de,799711904,107,2022-12-24
55,Sonia,Kij,1992-01-25,2021-06-18,SoniKi91@o2.pl,436717012,90,2023-04-05
56,Julianna,Ślebioda,1944-06-14,2021-04-21,JuliannŚlebiod@o2.pl,970179767,243,2022-02-04
57,Юстина,Зайченко,1955-05-18,2021-09-11,ЮсЗайче70@gmail.com,163777920,44,2022-02-27
58,Nikodem,Parzyszek,1988-01-23,2021-05-08,NikoParzys17@wp.pl,459041990,3,2021-04-03
59,Зиновій,Червоненко,1973-07-03,2021-08-09,ЗинЧервоненк@live.com,283975063,80,2021-03-26
60,Angelika,Dziopa,2000-10-08,2021-07-03,AngelikDzi77@gmail.com,770244310,10,2021-08-06
61,Aleks,Hubert,1946-12-06,2021-05-01,AleHube@gmail.com,808783524,257,2021-01-05
62,Kamila,Wąsala,1968-06-26,2021-05-29,KamilWąsa37@wp.pl,621232509,275,2023-01-10
63,Dorota,Morgała,1977-10-09,2021-07-11,DorMorga@gmail.com,936730945,369,2022-04-10
64,Jerzy,Dorynek,1951-09-20,2021-05-21,JeDoryne43@live.com,955367709,408,2021-02-12
65,Ksawery,Wypiór,2003-06-17,2021-06-17,KsawerWy9@o2.pl,420492495,262,2022-03-04
66,Едита,Дробаха,1968-09-06,2021-05-16,ЕдДр62@gmail.com,987854931,348,2021-03-27
67,Patricia,Herrmann,1956-09-08,2021-07-04,PatrHerrm2@gmail.com,241418497,536,2022-06-20
68,Bianka,Patora,1943-05-06,2021-05-19,BiaPa86@o2.pl,652079383,88,2022-12-19
69,Hubert,Gniewek,2010-05-17,2021-05-27,HubGnie@wp.pl,218950947,345,2021-03-14
70,Krzysztof,Korda,1989-04-12,2021-08-29,KrzKo10@wp.pl,534397289,101,2022-07-23
71,Oskar,Szmurło,1993-12-19,2021-07-10,OskSzmur89@gmail.com,515849894,220,2021-08-11
72,Borys,Siarkiewicz,1973-03-28,2021-09-09,BorSiarkiewi@gmail.com,263442712,460,2022-05-02
73,Inga,Maruszczyk,1974-05-28,2021-06-12,InMarusz53@live.com,240198162,576,2022-08-13
74,Софія,Скорик,1943-01-24,2021-06-16,СофіСко7@mail.ru,282866655,276,2022-09-20
75,Ryszard,Myga,1975-03-06,2021-05-01,RyszMy3@live.com,955407488,491,2022-06-29
76,Melania,Wlaźlak,1966-11-21,2021-06-24,MelanWla@o2.pl,956795166,443,2022-10-27
77,Adrianna,Bernatek,1942-07-25,2021-05-11,AdriBe@o2.pl,362951856,367,2021-07-13
78,Dorota,Kałwa,1954-05-01,2021-05-22,DoroKałw@wp.pl,594770439,485,2023-01-07
79,Radosław,Ankiewicz,1979-10-18,2021-07-11,RaAnkiewic@o2.pl,918391877,28,2023-03-23
80,Andrzej,Stanisławek,1976-08-30,2021-07-11,AndrzeStanisła24@o2.pl,332339626,308,2021-04-22
81,Dawid,Banek,1997-10-20,2021-06-22,DaBa69@o2.pl,793981199,114,2021-11-13
82,Maciej,Kurzyna,1980-04-18,2021-12-01,MacieKurzyn@live.com,745570905,249,2021-04-19
83,Olga,Sadoch,1975-02-06,2021-09-11,OlgSa@wp.pl,624517134,462,2022-08-12
84,Kornelia,Miśkowiec,1966-01-22,2021-07-06,KorneMiś9@wp.pl,397859022,439,2021-09-19
85,Norbert,Pierzak,1959-09-14,2021-06-12,NorPie10@live.com,468345236,241,2022-11-26
86,Nataniel,Cibor,1945-04-23,2021-05-18,NatCi69@gmail.com,457443909,480,2023-06-13
87,Juliusz,Miąsik,1998-08-21,2021-04-13,JulMią@o2.pl,127621199,75,2023-04-08
88,Alan,Mikiciuk,1944-01-29,2021-08-01,AlMi@wp.pl,580012530,535,2021-11-24
89,Tobiasz,Plaskota,2006-11-12,2021-06-30,TobiasPlas@gmail.com,481813270,442,2022-09-13
90,Ewelina,Noculak,1944-05-19,2021-05-04,EwNocul20@wp.pl,264747562,302,2023-04-16
91,Emil,Sobisz,1992-05-15,2021-05-26,EmSobis86@gmail.com,464193542,25,2021-08-23
92,Marcelina,Lesner,2002-03-01,2022-03-02,MarcelinLesn@o2.pl,987889997,19,2022-06-20
93,Marcelina,Węgrzynowicz,1962-10-06,2021-03-14,MarceliWęgrz94@wp.pl,647552219,98,2023-05-09
94,Roksana,Sado,1950-05-13,2021-03-18,RoksanSa@live.com,305483810,537,2023-04-08
95,Adrian,Wojtyś,1966-06-24,2021-05-25,AdWojt@wp.pl,551014127,544,2022-11-20
96,Karol,Stefanik,1954-09-08,2021-07-06,KarStefa39@gmail.com,218823631,93,2022-05-27
97,Ksawery,Białach,1947-09-21,2021-05-12,KsaBiała38@o2.pl,207489950,548,2021-10-10
98,Leon,Basa,1980-11-26,2021-06-26,LeoBas75@o2.pl,124966628,390,2021-10-04
99,Руслан,Калениченко,1969-02-17,2021-05-25,РуслаКаленичен@live.com,632996218,382,2021-04-13
100,Adrian,Wacław,1945-04-02,2021-06-08,AdWa77@o2.pl,645472505,578,2021-07-07
101,Leonard,Milej,1953-05-28,2021-07-10,LeMi22@wp.pl,155076007,494,2021-07-12
102,Eryk,Jaroch,1969-09-03,2021-10-30,EryJaro88@wp.pl,954364026,5,2022-01-02
103,Marika,Kojder,2006-01-30,2021-08-23,MariKo15@o2.pl,120990738,232,2022-10-20
104,Fryderyk,Kosela,1963-04-21,2021-09-27,FrydKo@live.com,167109678,67,2023-05-16
105,Mieszko,Baś,1989-03-21,2021-03-13,MieszkBa@live.com,276601464,508,2022-10-04
106,Aleks,Kowaluk,2000-03-09,2021-05-16,AlekKowal100@gmail.com,503167350,570,2022-10-23
107,Marlies,Gertz,1991-06-19,2021-09-03,MarGe@gmail.com,693955087,277,2021-11-21
108,Kacper,Sobel,1948-10-17,2021-08-09,KacpSo61@wp.pl,305721205,272,2022-04-04
109,Людмила,Конопля,1954-09-12,2021-05-30,ЛюдмиКон38@live.com,150257199,474,2021-11-13
110,Julian,Indyk,1980-07-20,2021-06-02,JulIndy@o2.pl,490636507,510,2021-03-10
111,Oldřich,Holub,1960-05-10,2021-08-01,OldHol10@szn.cz,940080028,502,2021-07-18
112,Olga,Duszczyk,1958-04-16,2021-04-28,OlgDuszczy39@live.com,241942199,120,2022-11-24
113,Filip,Mzyk,1963-06-16,2021-11-21,FiliMzy92@live.com,385100446,337,2022-11-29
114,Ліза,Яремко,1957-04-09,2021-08-22,ЛізЯремк86@live.com,556869088,476,2023-03-03
115,Justyna,Gryska,1977-03-17,2021-05-28,JustyGr@live.com,999226875,207,2021-02-07
116,Sebastian,Stein,2007-11-08,2021-06-07,SebastiSte4@wp.pl,902997720,66,2022-05-26
117,Орина,Забарний,1973-08-29,2021-07-29,ОрЗа3@mail.ru,757853323,192,2022-08-19
118,Marika,Flisek,2002-01-24,2021-05-02,MariFlis19@live.com,121418960,296,2021-03-04
119,Emil,Gonsior,2000-03-01,2021-06-23,EmiGon@o2.pl,610245217,31,2022-11-01
120,Daniel,Mans,1972-08-31,2021-06-11,DanieMa@gmail.com,802119987,484,2021-04-07
121,Jerzy,Foremniak,2008-06-20,2021-03-21,JeForem30@o2.pl,824685468,224,2022-03-18
122,Kornel,Kupidura,2001-02-03,2021-06-14,KorKupidu70@live.com,227570474,81,2022-08-24
123,Ryszard,Borzych,1998-04-09,2021-08-13,RysBor@live.com,818159703,29,2022-10-29
124,Галина,Зінкевич,1990-05-06,2021-10-14,ГалиЗінкев@live.com,261701531,411,2022-07-31
125,Blanka,Roczniak,1990-08-16,2021-09-12,BlanRocznia@o2.pl,786458342,225,2022-03-25
126,Eryk,Grzegorzak,2006-02-28,2021-07-22,EryGrzegorza67@gmail.com,505238519,330,2022-09-11
127,Julianna,Starościak,1944-02-15,2021-09-06,JuliaStarośc64@live.com,816555352,587,2022-05-28
128,Варвара,Тихий,1988-07-21,2021-05-30,ВарварТи32@live.com,991332020,582,2022-05-04
129,Tadeusz,Sadowy,1992-12-06,2021-06-07,TadeSa57@wp.pl,889245347,18,2022-12-07
130,Liwia,Baś,1973-09-29,2021-06-27,LiwBa98@live.com,693461928,106,2021-08-01
131,Tobiasz,Pietrusiak,1943-10-23,2021-07-02,TobiPi65@live.com,767918986,234,2023-02-11
132,Marek,Nazarewicz,1993-09-04,2022-01-17,MareNazarewic@live.com,218709084,333,2022-06-14
133,Dominik,Syroka,1975-10-25,2021-06-12,DoSyro@gmail.com,716180242,358,2022-12-13
134,Bianka,Rajch,1944-11-03,2021-07-21,BiRaj11@o2.pl,133878937,559,2023-04-03
135,Stefan,Wojak,1952-04-02,2021-04-22,StefWo39@wp.pl,752496773,77,2021-03-16
136,Соломон,Гайденко,2009-05-28,2021-03-05,СоломоГайд91@gmail.com,142895576,116,2023-02-06
137,Ramona,Nerger,1949-01-17,2021-03-21,RamoNer@gmail.com,986931325,573,2022-02-02
138,Sabrina,Weinhage,1944-10-01,2021-07-31,SabriWei47@gmail.com,827231808,377,2021-11-09
139,Nela,Tecław,1963-11-26,2021-05-13,NelTe49@live.com,497279117,130,2022-02-03
140,Dariusz,Stachelek,1956-07-03,2021-08-27,DariusStachele@wp.pl,721274788,40,2021-10-23
141,Marcel,Fierek,1988-12-30,2021-05-04,MarFi@wp.pl,186822909,488,2022-11-27
142,Roksana,Owsianka,2002-02-24,2021-10-06,RoksanOwsian57@live.com,171671895,331,2022-03-23
143,Aurelia,Matacz,1945-10-20,2021-05-21,AurMata0@o2.pl,427333664,126,2022-12-15
144,Eliza,Jacak,1947-02-13,2021-08-30,ElJac85@o2.pl,659888651,326,2022-07-26
145,Світлана,Малишко,1971-03-26,2021-05-10,СвітМали@mail.ru,589850176,228,2022-03-19
146,Emil,Olearczyk,1984-05-08,2021-07-30,EmiOle35@o2.pl,775196814,280,2021-10-18
147,Святослав,Ажажа,1961-01-17,2021-06-08,СвятоАж12@gmail.com,359315116,520,2023-03-29
148,Зорян,Абраменко,1985-04-29,2021-06-08,ЗорАбраменк@mail.ru,122788885,144,2021-08-29
149,Gotthilf,Drubin,1944-01-24,2021-06-26,GottDr54@live.com,719860049,65,2022-04-21
150,Lidia,Luberda,1997-04-17,2021-04-14,LidiLuberd90@gmail.com,531299991,169,2021-05-09
151,Ліза,Шинкаренко,2008-07-18,2021-05-28,ЛіШинк91@gmail.com,603146369,136,2022-02-27
152,Bianka,Batóg,2008-03-13,2021-09-21,BiBa80@gmail.com,171939385,383,2022-05-01
153,Filip,Sus,1971-08-27,2021-04-10,FilSu36@o2.pl,913647040,41,2023-01-20
154,Augusta,Drubin,1979-11-18,2021-07-15,AuDrubi@web.de,677058979,346,2021-03-14
155,Kornelia,Galuba,1974-09-27,2021-03-04,KorGalub@gmail.com,818043572,364,2023-01-04
156,Szymon,Nędzi,1983-08-23,2021-10-07,SzymNę@o2.pl,849914421,386,2023-02-17
157,Anna Maria,Kalarus,1966-08-18,2021-04-28,AnnKal35@wp.pl,187026541,291,2023-05-20
158,Urszula,Kamela,1974-12-18,2021-09-21,UrszuKamel@live.com,905088886,556,2023-03-30
159,Nikodem,Lewicz,1954-10-11,2021-06-25,NikodeLewic47@live.com,123497302,26,2022-09-18
160,Marcin,Kulis,1943-05-21,2021-04-14,MarKuli@gmail.com,530312351,45,2022-02-04
161,Monika,Sudak,1967-09-05,2021-05-20,MonikSuda@gmail.com,946047669,143,2021-04-27
162,Jędrzej,Dziarmaga,1995-10-22,2021-07-12,JędrzeDz71@o2.pl,281755091,492,2021-08-22
163,Inga,Rejek,1981-04-28,2021-05-03,InRej@gmail.com,487755378,43,2021-10-18
164,Nikodem,Wittbrodt,1985-02-12,2021-11-21,NikodeWitt@wp.pl,879878851,357,2021-05-13
165,Artur,Garczarek,2008-07-07,2021-08-08,ArGarcz65@o2.pl,895051486,422,2022-05-22
166,Ігор,Ґалаґан,2004-08-30,2021-07-26,ІгҐалаґ@live.com,465379649,170,2023-02-06
167,Anita,Grab,2009-01-27,2021-05-09,AniGra100@live.com,451523222,113,2022-02-04
168,Witold,Duszkiewicz,1987-05-06,2021-09-13,WitolDuszkiew@wp.pl,154274193,445,2021-08-20
169,Kaja,Bakalarczyk,1987-08-07,2021-10-11,KaBakalar85@live.com,545784221,325,2021-08-16
170,Iwo,Płoskonka,1998-04-27,2021-05-10,IwPłosko45@live.com,489930649,253,2021-12-06
171,Anastazja,Hewelt,2005-04-19,2021-05-24,AnastazHewe59@live.com,941934318,238,2022-04-11
172,Ада,Чуприна,1974-12-16,2021-08-03,АдЧу0@mail.ru,816589124,448,2022-02-04
173,Kamil,Wisła,2007-10-18,2021-05-23,KamWisł@live.com,866944590,574,2022-02-28
174,Witold,Pronobis,2010-02-19,2021-05-22,WitoPronobi@gmail.com,548693811,112,2022-08-08
175,Olaf,Kreusel,1946-12-30,2021-11-16,OlKreus@web.de,997085674,566,2021-01-16
176,Rafał,Bobak,1949-10-24,2021-06-07,RafaBo91@gmail.com,706462824,425,2022-04-16
177,Марʼяна,Супруненко,1962-06-24,2021-07-09,МарСупруне44@live.com,814187494,511,2021-12-16
178,Jerzy,Bruzda,1988-04-29,2021-07-23,JerBr40@o2.pl,543935615,410,2021-04-03
179,Cilly,Müller,1948-11-25,2021-06-29,CilMüll45@live.com,153575346,417,2021-02-10
180,Sebastian,Ruszczak,1990-02-20,2021-05-07,SeRusz28@live.com,266696867,530,2023-03-28
181,Aniela,Morcinek,1984-06-22,2021-06-05,AnielMorcine@o2.pl,517397624,552,2021-03-29
182,Oskar,Kapral,1992-02-13,2021-05-09,OsKapra32@gmail.com,721492032,385,2023-03-03
183,Olaf,Mikus,1972-05-15,2021-05-29,OlMiku50@wp.pl,490616573,236,2021-05-28
184,Sara,Kasznia,1973-10-15,2021-10-11,SarKaszni@gmail.com,194231553,427,2023-04-01
185,Anastazja,Nicewicz,1964-07-17,2021-04-17,AnastazjNicewic72@wp.pl,596948572,489,2023-02-16
186,Borys,Bortkiewicz,1984-10-27,2021-04-27,BorBort12@o2.pl,139947825,568,2021-04-25
187,Gaja,Westfal,1953-04-23,2021-05-09,GaWest@o2.pl,633010713,85,2023-01-01
188,Justyna,Wojnicz,1993-08-10,2021-04-09,JuWojni15@o2.pl,935180323,595,2022-03-21
189,Ewa,Wiszowaty,1962-04-27,2021-04-26,EwWisz98@gmail.com,397174324,482,2022-04-20
190,Angelika,Soliwoda,1979-10-09,2021-04-29,AngelikSoliwo@gmail.com,337137618,455,2021-10-10
191,Gabriela,Dušková,1961-12-16,2021-10-16,GabrDuško@szn.cz,275766444,211,2022-01-24
192,Ada,Woźniczko,1951-02-13,2021-07-22,AdWoźnic98@wp.pl,988299764,115,2021-12-22
193,Mikołaj,Toś,2008-07-30,2021-08-02,MikTo14@o2.pl,943917885,524,2023-05-21
194,Ida,Tasarz,1990-05-25,2021-05-05,IdTasar@wp.pl,261643996,185,2021-01-17
195,Єва,Бевз,1973-01-06,2021-04-30,ЄвБев@mail.ru,283737930,490,2022-07-06
196,Arkadiusz,Maruszczak,1999-03-26,2021-03-01,ArkaMarus@o2.pl,159755533,127,2023-03-13
197,Gülay,Neuschäfer,1950-06-21,2021-08-01,GüNeuschä@gmx.net,310888453,352,2021-03-07
198,Веніямин,Мазепа,1998-10-15,2021-05-03,ВеніямиМазеп87@gmail.com,200362533,256,2021-03-04
199,Альберт,Піддубний,1953-12-11,2021-04-07,АльбеПі@mail.ru,754190078,226,2021-12-06
200,Maksymilian,Łukasz,1966-05-01,2021-06-18,MaksymŁukas@wp.pl,728969692,36,2021-12-30
201,Aleks,Rykała,1967-04-21,2021-07-10,AlekRy76@wp.pl,247509298,133,2021-10-31
202,Oliwier,Czerwionka,1994-10-17,2021-07-02,OliCzerwionk@gmail.com,735386918,175,2021-09-26
203,Dawid,Mirocha,1976-08-09,2021-05-19,DawMir24@gmail.com,727091607,50,2022-11-04
204,Angelika,Kut,1951-10-23,2021-07-01,AngKu@live.com,921720523,132,2021-08-05
205,Ladislav,Černý,1967-09-15,2021-07-15,LadiČern95@gmail.com,550843534,174,2023-01-17
206,Łukasz,Oleksik,1982-08-05,2021-05-14,ŁukOleks@o2.pl,774347472,129,2022-11-25
207,Gabriel,Surdyk,1987-12-25,2021-03-30,GabrieSu37@live.com,951221605,549,2022-12-02
208,Dagmara,Truchel,2007-06-11,2021-09-09,DaTru35@live.com,839232419,301,2022-03-29
209,Adrianna,Dietrich,1964-05-30,2021-08-14,AdriDietri74@gmail.com,888272497,158,2021-04-18
210,Mateusz,Garczarek,1945-08-23,2021-05-25,MatGarcza76@wp.pl,549442496,125,2023-06-08
211,Nataniel,Sadlak,1959-06-09,2021-12-01,NaSa@wp.pl,323805238,197,2023-06-13
212,Patryk,Cebo,1986-04-08,2021-06-24,PatrCe@gmail.com,797350705,572,2021-05-13
213,Ігнат,Дрозденко,2005-08-29,2021-09-04,ІгДроз@gmail.com,612168661,264,2023-01-05
214,Anna Maria,Kwapień,1974-05-24,2021-06-02,AnKw59@live.com,667333400,239,2022-05-28
215,Urszula,Jaźwiec,1949-12-24,2021-07-14,UrszuJaź43@gmail.com,631370915,54,2022-11-14
216,Urszula,Strzoda,1996-11-10,2021-06-01,UrszStr56@o2.pl,252266309,431,2021-01-27
217,Sara,Michel,1977-05-27,2021-06-08,SarMic@gmail.com,921549754,122,2023-02-15
218,Blanka,Bogumił,1970-09-08,2021-06-20,BlankBogum16@live.com,537781245,310,2022-05-16
219,Hans-H.,Hartung,1984-12-23,2021-06-21,HansHart11@web.de,493008870,392,2021-02-06
220,Damian,Pyszczek,1977-11-27,2021-04-13,DaPyszcz39@wp.pl,472394494,546,2022-05-02
221,Aniela,Gajownik,1944-05-30,2021-04-20,AnielGa@live.com,859591051,47,2021-08-12
222,Malwina,Bojdo,1966-09-01,2021-09-18,MalwBoj40@wp.pl,434110245,589,2022-10-23
223,Bohumír,Růžička,1959-04-12,2021-09-09,BohRůžičk20@gmail.com,278689410,343,2021-05-25
224,Borys,Maszczyk,1985-07-11,2021-07-08,BoryMas57@gmail.com,636998992,188,2023-03-16
225,Anita,Kiepura,2004-07-28,2021-07-30,AnKiepu59@wp.pl,698574177,557,2022-02-01
226,Mikołaj,Broniek,1978-12-25,2021-04-24,MikołaBroni38@o2.pl,603721666,138,2023-05-01
227,Ignacy,Krzyk,1983-01-21,2021-08-10,IgnaKr@live.com,743196877,506,2022-06-24
228,Jędrzej,Wardziak,1996-08-21,2022-04-01,JęWardz27@o2.pl,107412134,481,2023-06-12
229,Olaf,Kusik,1961-03-11,2021-03-23,OlKusi@o2.pl,542046246,153,2023-03-22
230,Vladimíra,Malá,1948-03-13,2021-10-17,VladimíMal96@szn.cz,247002007,393,2023-02-22
231,Przemysław,Huber,1957-06-08,2021-05-17,PrzemysłHub@o2.pl,107446507,42,2023-02-20
232,Dawid,Zatoń,1953-07-18,2021-03-19,DawZat91@live.com,968226056,64,2021-07-08
233,Paweł,Doruch,2000-11-06,2021-03-05,PaDoruc@wp.pl,824768609,356,2022-03-01
234,Helena,Machová,1962-12-23,2021-06-07,HelMach21@gmail.com,366131736,567,2023-01-23
235,Urszula,Rzeszutko,1947-05-28,2021-05-12,UrRz42@live.com,421020206,134,2022-12-26
236,Mieszko,Narożna,1963-07-16,2021-10-25,MieNarożn33@wp.pl,119866937,254,2022-10-12
237,Сніжана,Демʼяненко,1950-03-12,2021-07-05,СніжанДемʼяне@gmail.com,658014832,583,2023-01-16
238,Franciszek,Widuch,1997-04-27,2021-05-14,FranciWi@live.com,951193793,355,2021-06-26
239,Adam,Gołek,1988-06-30,2021-05-24,AdGołe96@wp.pl,255007437,501,2022-03-09
240,Єфрем,Проценко,2005-12-17,2021-06-24,ЄфрПроцен@gmail.com,588821247,198,2021-06-21
241,Julita,Śmieja,2008-06-10,2021-10-15,JulitŚmiej49@o2.pl,766065600,273,2021-05-08
242,Miłosz,Przerwa,2002-10-07,2021-07-15,MiłosPrze@o2.pl,997956408,123,2022-04-24
243,Gaja,Cyrek,1958-01-07,2021-05-21,GajCy77@o2.pl,293319161,286,2021-07-20
244,Ewelina,Jamroz,1951-02-08,2021-05-20,EwelJa63@live.com,867804916,513,2023-06-09
245,Mateusz,Kręcisz,1946-02-26,2021-08-25,MateuKręcis0@gmail.com,358991009,139,2021-06-03
246,Roksana,Bielas,1957-08-23,2021-05-20,RoksaBi@o2.pl,419489612,597,2023-06-02
247,Rafał,Kurczak,1964-05-28,2021-06-28,RafKur@wp.pl,643086512,76,2021-04-25
248,Jaroslava,Urbanová,1959-08-15,2021-02-21,JaroslUrbanov@szn.cz,172027507,403,2022-09-19
249,Nela,Radzewicz,1946-12-04,2021-06-06,NeRadzewic@gmail.com,251487280,245,2022-09-27
250,Lidia,Elert,1970-08-23,2021-05-04,LidiEler@live.com,985628177,478,2023-02-06
251,Julian,Skrzecz,1943-04-17,2021-06-09,JuliSkrzec35@gmail.com,563234018,562,2022-11-30
252,Aniela,Palus,1952-07-08,2021-05-12,AniPal@wp.pl,967425620,400,2021-06-22
253,Kaja,Królczyk,1994-03-05,2021-08-09,KaKról25@live.com,609829266,227,2021-07-09
254,Justyna,Weremczuk,1956-08-25,2021-06-13,JustynWer@o2.pl,231040913,553,2021-05-21
255,Dariusz,Zaczyk,1999-11-06,2021-06-28,DariZacz72@o2.pl,934701546,49,2021-05-22
256,Monika,Mateńko,1958-02-01,2021-07-01,MoMat20@gmail.com,174173453,74,2021-02-28
257,Kalina,Bejma,1944-06-18,2021-06-12,KaBe@wp.pl,649524496,164,2023-04-20
258,Tymon,Buława,1994-03-17,2021-07-19,TymoBuł93@live.com,533727678,250,2023-02-05
259,Przemysław,Kral,1951-08-12,2021-07-28,PrzeKra61@live.com,602739519,453,2023-04-05
260,Eva-Maria,Fischer,1963-05-26,2021-06-22,Eva-MarFisch@web.de,871854490,231,2022-01-11
261,Róża,Klepka,2002-08-20,2021-07-15,RóżKle76@wp.pl,249682587,500,2022-05-01
262,Arkadiusz,Trawka,1951-11-13,2021-06-14,ArkadiusTraw@wp.pl,226586308,306,2021-01-17
263,Natasza,Bilewicz,1944-03-19,2021-08-09,NataszBil75@wp.pl,325483229,378,2022-01-12
